week,staff_id,staff_name,role,service,present
9,STF-094f410b,Ryan Munoz,nurse,emergency,0
10,STF-094f410b,Ryan Munoz,nurse,emergency,1
11,STF-094f410b,Ryan Munoz,nurse,emergency,1
12,STF-094f410b,Ryan Munoz,nurse,emergency,0
13,STF-094f410b,Ryan Munoz,nurse,emergency,1
14,STF-094f410b,Ryan Munoz,nurse,emergency,1
15,STF-094f410b,Ryan Munoz,nurse,emergency,0
16,STF-094f410b,Ryan Munoz,nurse,emergency,1
17,STF-094f410b,Ryan Munoz,nurse,emergency,1
18,STF-094f410b,Ryan Munoz,nurse,emergency,0
19,STF-094f410b,Ryan Munoz,nurse,emergency,1
20,STF-094f410b,Ryan Munoz,nurse,emergency,1
21,STF-094f410b,Ryan Munoz,nurse,emergency,0
22,STF-094f410b,Ryan Munoz,nurse,emergency,1
23,STF-094f410b,Ryan Munoz,nurse,emergency,1
24,STF-094f410b,Ryan Munoz,nurse,emergency,0
25,STF-094f410b,Ryan Munoz,nurse,emergency,1
26,STF-094f410b,Ryan Munoz,nurse,emergency,1
27,STF-094f410b,Ryan Munoz,nurse,emergency,0
28,STF-094f410b,Ryan Munoz,nurse,emergency,1
29,STF-094f410b,Ryan Munoz,nurse,emergency,1
30,STF-094f410b,Ryan Munoz,nurse,emergency,0
31,STF-094f410b,Ryan Munoz,nurse,emergency,1
32,STF-094f410b,Ryan Munoz,nurse,emergency,1
33,STF-094f410b,Ryan Munoz,nurse,emergency,0
34,STF-094f410b,Ryan Munoz,nurse,emergency,1
35,STF-094f410b,Ryan Munoz,nurse,emergency,1
36,STF-094f410b,Ryan Munoz,nurse,emergency,0
37,STF-094f410b,Ryan Munoz,nurse,emergency,1
38,STF-094f410b,Ryan Munoz,nurse,emergency,1
39,STF-094f410b,Ryan Munoz,nurse,emergency,0
40,STF-094f410b,Ryan Munoz,nurse,emergency,1
41,STF-094f410b,Ryan Munoz,nurse,emergency,0
42,STF-094f410b,Ryan Munoz,nurse,emergency,0
43,STF-094f410b,Ryan Munoz,nurse,emergency,1
44,STF-094f410b,Ryan Munoz,nurse,emergency,1
45,STF-094f410b,Ryan Munoz,nurse,emergency,0
46,STF-094f410b,Ryan Munoz,nurse,emergency,1
47,STF-094f410b,Ryan Munoz,nurse,emergency,1
48,STF-094f410b,Ryan Munoz,nurse,emergency,0
49,STF-094f410b,Ryan Munoz,nurse,emergency,1
50,STF-094f410b,Ryan Munoz,nurse,emergency,1
51,STF-094f410b,Ryan Munoz,nurse,emergency,0
52,STF-094f410b,Ryan Munoz,nurse,emergency,1
1,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
2,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
3,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
4,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
5,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
6,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
7,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
8,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
9,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
10,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
11,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
12,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
13,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
14,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
15,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
16,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
17,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
18,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
19,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
20,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
21,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
22,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
23,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
24,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
25,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
26,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
27,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
28,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
29,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
30,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
31,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
32,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
33,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
34,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
35,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
36,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
37,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
38,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
39,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
40,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
41,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
42,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
43,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
44,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
45,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
46,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
47,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
48,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
49,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
50,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
51,STF-d7ab0c23,Monica Herrera,nurse,emergency,0
52,STF-d7ab0c23,Monica Herrera,nurse,emergency,1
1,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
2,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
3,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
4,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
5,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
6,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
7,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
8,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
9,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
10,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
11,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
12,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
13,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
14,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
15,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
16,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
17,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
18,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
19,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
20,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
21,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
22,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
23,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
24,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
25,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
26,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
27,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
28,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
29,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
30,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
31,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
32,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
33,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
34,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
35,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
36,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
37,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
38,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
39,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
40,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
41,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
42,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
43,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
44,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
45,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
46,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
47,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
48,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
49,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
50,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
51,STF-e51bdcb4,Jamie Arnold,nurse,emergency,0
52,STF-e51bdcb4,Jamie Arnold,nurse,emergency,1
1,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
2,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
3,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
4,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
5,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
6,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
7,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
8,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
9,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
10,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
11,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
12,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
13,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
14,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
15,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
16,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
17,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
18,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
19,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
20,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
21,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
22,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
23,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
24,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
25,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
26,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
27,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
28,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
29,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
30,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
31,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
32,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
33,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
34,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
35,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
36,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
37,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
38,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
39,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
40,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
41,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
42,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
43,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
44,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
45,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
46,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
47,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
48,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
49,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
50,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
51,STF-8cabb71f,Lisa Hensley,nurse,emergency,0
52,STF-8cabb71f,Lisa Hensley,nurse,emergency,1
1,STF-34c0563d,Michele Williams,nurse,emergency,0
2,STF-34c0563d,Michele Williams,nurse,emergency,1
3,STF-34c0563d,Michele Williams,nurse,emergency,0
4,STF-34c0563d,Michele Williams,nurse,emergency,1
5,STF-34c0563d,Michele Williams,nurse,emergency,1
6,STF-34c0563d,Michele Williams,nurse,emergency,0
7,STF-34c0563d,Michele Williams,nurse,emergency,1
8,STF-34c0563d,Michele Williams,nurse,emergency,1
9,STF-34c0563d,Michele Williams,nurse,emergency,0
10,STF-34c0563d,Michele Williams,nurse,emergency,1
11,STF-34c0563d,Michele Williams,nurse,emergency,1
12,STF-34c0563d,Michele Williams,nurse,emergency,0
13,STF-34c0563d,Michele Williams,nurse,emergency,1
14,STF-34c0563d,Michele Williams,nurse,emergency,1
15,STF-34c0563d,Michele Williams,nurse,emergency,0
16,STF-34c0563d,Michele Williams,nurse,emergency,1
17,STF-34c0563d,Michele Williams,nurse,emergency,1
18,STF-34c0563d,Michele Williams,nurse,emergency,0
19,STF-34c0563d,Michele Williams,nurse,emergency,1
20,STF-34c0563d,Michele Williams,nurse,emergency,1
21,STF-34c0563d,Michele Williams,nurse,emergency,0
22,STF-34c0563d,Michele Williams,nurse,emergency,1
23,STF-34c0563d,Michele Williams,nurse,emergency,1
24,STF-34c0563d,Michele Williams,nurse,emergency,0
25,STF-34c0563d,Michele Williams,nurse,emergency,1
26,STF-34c0563d,Michele Williams,nurse,emergency,1
27,STF-34c0563d,Michele Williams,nurse,emergency,0
28,STF-34c0563d,Michele Williams,nurse,emergency,1
29,STF-34c0563d,Michele Williams,nurse,emergency,1
30,STF-34c0563d,Michele Williams,nurse,emergency,0
31,STF-34c0563d,Michele Williams,nurse,emergency,1
32,STF-34c0563d,Michele Williams,nurse,emergency,0
33,STF-34c0563d,Michele Williams,nurse,emergency,0
34,STF-34c0563d,Michele Williams,nurse,emergency,1
35,STF-34c0563d,Michele Williams,nurse,emergency,1
36,STF-34c0563d,Michele Williams,nurse,emergency,0
37,STF-34c0563d,Michele Williams,nurse,emergency,1
38,STF-34c0563d,Michele Williams,nurse,emergency,1
39,STF-34c0563d,Michele Williams,nurse,emergency,0
40,STF-34c0563d,Michele Williams,nurse,emergency,1
41,STF-34c0563d,Michele Williams,nurse,emergency,1
42,STF-34c0563d,Michele Williams,nurse,emergency,0
43,STF-34c0563d,Michele Williams,nurse,emergency,1
44,STF-34c0563d,Michele Williams,nurse,emergency,0
45,STF-34c0563d,Michele Williams,nurse,emergency,0
46,STF-34c0563d,Michele Williams,nurse,emergency,1
47,STF-34c0563d,Michele Williams,nurse,emergency,1
48,STF-34c0563d,Michele Williams,nurse,emergency,0
49,STF-34c0563d,Michele Williams,nurse,emergency,1
50,STF-34c0563d,Michele Williams,nurse,emergency,1
51,STF-34c0563d,Michele Williams,nurse,emergency,0
52,STF-34c0563d,Michele Williams,nurse,emergency,1
1,STF-130577e6,Dylan Miller,nurse,emergency,1
2,STF-130577e6,Dylan Miller,nurse,emergency,1
3,STF-130577e6,Dylan Miller,nurse,emergency,0
4,STF-130577e6,Dylan Miller,nurse,emergency,1
5,STF-130577e6,Dylan Miller,nurse,emergency,1
6,STF-130577e6,Dylan Miller,nurse,emergency,0
7,STF-130577e6,Dylan Miller,nurse,emergency,1
8,STF-130577e6,Dylan Miller,nurse,emergency,1
9,STF-130577e6,Dylan Miller,nurse,emergency,0
10,STF-130577e6,Dylan Miller,nurse,emergency,1
11,STF-130577e6,Dylan Miller,nurse,emergency,1
12,STF-130577e6,Dylan Miller,nurse,emergency,0
13,STF-130577e6,Dylan Miller,nurse,emergency,1
14,STF-130577e6,Dylan Miller,nurse,emergency,1
15,STF-130577e6,Dylan Miller,nurse,emergency,0
16,STF-130577e6,Dylan Miller,nurse,emergency,1
17,STF-130577e6,Dylan Miller,nurse,emergency,1
18,STF-130577e6,Dylan Miller,nurse,emergency,0
19,STF-130577e6,Dylan Miller,nurse,emergency,1
20,STF-130577e6,Dylan Miller,nurse,emergency,0
21,STF-130577e6,Dylan Miller,nurse,emergency,0
22,STF-130577e6,Dylan Miller,nurse,emergency,0
23,STF-130577e6,Dylan Miller,nurse,emergency,1
24,STF-130577e6,Dylan Miller,nurse,emergency,0
25,STF-130577e6,Dylan Miller,nurse,emergency,1
26,STF-130577e6,Dylan Miller,nurse,emergency,0
27,STF-130577e6,Dylan Miller,nurse,emergency,0
28,STF-130577e6,Dylan Miller,nurse,emergency,0
29,STF-130577e6,Dylan Miller,nurse,emergency,1
30,STF-130577e6,Dylan Miller,nurse,emergency,0
31,STF-130577e6,Dylan Miller,nurse,emergency,1
32,STF-130577e6,Dylan Miller,nurse,emergency,1
33,STF-130577e6,Dylan Miller,nurse,emergency,0
34,STF-130577e6,Dylan Miller,nurse,emergency,1
35,STF-130577e6,Dylan Miller,nurse,emergency,1
36,STF-130577e6,Dylan Miller,nurse,emergency,0
37,STF-130577e6,Dylan Miller,nurse,emergency,1
38,STF-130577e6,Dylan Miller,nurse,emergency,1
39,STF-130577e6,Dylan Miller,nurse,emergency,0
40,STF-130577e6,Dylan Miller,nurse,emergency,1
41,STF-130577e6,Dylan Miller,nurse,emergency,1
42,STF-130577e6,Dylan Miller,nurse,emergency,0
43,STF-130577e6,Dylan Miller,nurse,emergency,1
44,STF-130577e6,Dylan Miller,nurse,emergency,0
45,STF-130577e6,Dylan Miller,nurse,emergency,0
46,STF-130577e6,Dylan Miller,nurse,emergency,1
47,STF-130577e6,Dylan Miller,nurse,emergency,1
48,STF-130577e6,Dylan Miller,nurse,emergency,0
49,STF-130577e6,Dylan Miller,nurse,emergency,1
50,STF-130577e6,Dylan Miller,nurse,emergency,1
51,STF-130577e6,Dylan Miller,nurse,emergency,0
52,STF-130577e6,Dylan Miller,nurse,emergency,1
1,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
2,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
3,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
4,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
5,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
6,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
7,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
8,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
9,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
10,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
11,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
12,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
13,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
14,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
15,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
16,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
17,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
18,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
19,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
20,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
21,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
22,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
23,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
24,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
25,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
26,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
27,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
28,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
29,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
30,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
31,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
32,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
33,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
34,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
35,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
36,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
37,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
38,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
39,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
40,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
41,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
42,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
43,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
44,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
45,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
46,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
47,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
48,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
49,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
50,STF-768c9d6f,Brian Ramirez,nurse,emergency,1
51,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
52,STF-768c9d6f,Brian Ramirez,nurse,emergency,0
1,STF-abec8336,Holly Wood,nurse,emergency,1
2,STF-abec8336,Holly Wood,nurse,emergency,1
3,STF-abec8336,Holly Wood,nurse,emergency,0
4,STF-abec8336,Holly Wood,nurse,emergency,1
5,STF-abec8336,Holly Wood,nurse,emergency,1
6,STF-abec8336,Holly Wood,nurse,emergency,0
7,STF-abec8336,Holly Wood,nurse,emergency,1
8,STF-abec8336,Holly Wood,nurse,emergency,1
9,STF-abec8336,Holly Wood,nurse,emergency,0
10,STF-abec8336,Holly Wood,nurse,emergency,1
11,STF-abec8336,Holly Wood,nurse,emergency,1
12,STF-abec8336,Holly Wood,nurse,emergency,0
13,STF-abec8336,Holly Wood,nurse,emergency,1
14,STF-abec8336,Holly Wood,nurse,emergency,1
15,STF-abec8336,Holly Wood,nurse,emergency,0
16,STF-abec8336,Holly Wood,nurse,emergency,1
17,STF-abec8336,Holly Wood,nurse,emergency,1
18,STF-abec8336,Holly Wood,nurse,emergency,0
19,STF-abec8336,Holly Wood,nurse,emergency,1
20,STF-abec8336,Holly Wood,nurse,emergency,1
21,STF-abec8336,Holly Wood,nurse,emergency,0
22,STF-abec8336,Holly Wood,nurse,emergency,1
23,STF-abec8336,Holly Wood,nurse,emergency,1
24,STF-abec8336,Holly Wood,nurse,emergency,0
25,STF-abec8336,Holly Wood,nurse,emergency,1
26,STF-abec8336,Holly Wood,nurse,emergency,1
27,STF-abec8336,Holly Wood,nurse,emergency,0
28,STF-abec8336,Holly Wood,nurse,emergency,1
29,STF-abec8336,Holly Wood,nurse,emergency,1
30,STF-abec8336,Holly Wood,nurse,emergency,0
31,STF-abec8336,Holly Wood,nurse,emergency,1
32,STF-abec8336,Holly Wood,nurse,emergency,1
33,STF-abec8336,Holly Wood,nurse,emergency,0
34,STF-abec8336,Holly Wood,nurse,emergency,1
35,STF-abec8336,Holly Wood,nurse,emergency,1
36,STF-abec8336,Holly Wood,nurse,emergency,0
37,STF-abec8336,Holly Wood,nurse,emergency,1
38,STF-abec8336,Holly Wood,nurse,emergency,1
39,STF-abec8336,Holly Wood,nurse,emergency,0
40,STF-abec8336,Holly Wood,nurse,emergency,1
41,STF-abec8336,Holly Wood,nurse,emergency,1
42,STF-abec8336,Holly Wood,nurse,emergency,0
43,STF-abec8336,Holly Wood,nurse,emergency,1
44,STF-abec8336,Holly Wood,nurse,emergency,1
45,STF-abec8336,Holly Wood,nurse,emergency,0
46,STF-abec8336,Holly Wood,nurse,emergency,1
47,STF-abec8336,Holly Wood,nurse,emergency,1
48,STF-abec8336,Holly Wood,nurse,emergency,0
49,STF-abec8336,Holly Wood,nurse,emergency,1
50,STF-abec8336,Holly Wood,nurse,emergency,0
51,STF-abec8336,Holly Wood,nurse,emergency,0
52,STF-abec8336,Holly Wood,nurse,emergency,1
1,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
2,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
3,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
4,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
5,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
6,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
7,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
8,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
9,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
10,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
11,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
12,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
13,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
14,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
15,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
16,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
17,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
18,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
19,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
20,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
21,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
22,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
23,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
24,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
25,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
26,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
27,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
28,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
29,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
30,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
31,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
32,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
33,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
34,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
35,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
36,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
37,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
38,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
39,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
40,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
41,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
42,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
43,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
44,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
45,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
46,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
47,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
48,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
49,STF-6f6535f8,Derek Zuniga,nurse,emergency,0
50,STF-6f6535f8,Derek Zuniga,nurse,emergency,1
